trip_id,stop_id,stop_sequence,shape_dist_traveled,arrival_time,departure_time
TR_47179,STPD,13,25,11:36:00,11:37:00
TR_47179,ATC,14,26,11:38:00,11:39:00
TR_47179,JOO,15,27,11:40:00,11:41:00
TR_47179,VAR,16,28,11:42:00,11:43:00
TR_47179,KCG,17,30,11:46:00,11:47:00
TR_47179,MXT,18,32,11:49:00,11:50:00
TR_47179,DQR,19,33,11:51:00,11:52:00
TR_47179,YKA,20,34,11:53:00,11:54:00
TR_47179,HPG,21,36,11:56:00,11:57:00
TR_47179,FM,22,37,12:02:00,12:02:00
TR_47180,LPI,1,1,12:05:00,12:05:00
TR_47180,CDNR,2,2,12:08:00,12:09:00
TR_47180,HFZ,3,5,12:14:00,12:15:00
TR_47180,HTCY,4,8,12:18:00,12:19:00
TR_47180,BRBD,5,11,12:22:00,12:23:00
TR_47180,BTNR,6,13,12:25:00,12:26:00
TR_47180,FNB,7,16,12:29:00,12:30:00
TR_47180,NCHS,8,17,12:31:00,12:32:00
TR_47180,BMT,9,18,12:38:00,12:39:00
TR_47180,SJVP,10,20,12:41:00,12:42:00
TR_47180,JET,11,21,12:44:00,12:45:00
TR_47180,SC,12,23,12:50:00,12:52:00
TR_47180,STPD,13,25,12:56:00,12:57:00
TR_47180,ATC,14,26,12:58:00,12:59:00
TR_47180,JOO,15,27,13:00:00,13:01:00
TR_47180,VAR,16,28,13:02:00,13:03:00
TR_47180,KCG,17,30,13:06:00,13:07:00
TR_47180,MXT,18,32,13:09:00,13:10:00
TR_47180,DQR,19,33,13:11:00,13:12:00
TR_47180,YKA,20,34,13:13:00,13:14:00
TR_47180,HPG,21,36,13:16:00,13:17:00
TR_47180,FM,22,37,13:22:00,13:22:00
TR_47181,LPI,1,1,12:40:00,12:40:00
TR_47181,CDNR,2,2,12:43:00,12:44:00
TR_47181,HFZ,3,5,12:48:00,12:49:00
TR_47181,HTCY,4,8,12:52:00,12:53:00
TR_47181,BRBD,5,11,12:54:00,12:55:00
TR_47181,BTNR,6,13,12:56:00,12:57:00
TR_47181,FNB,7,16,12:59:00,13:00:00
TR_47181,NCHS,8,17,13:01:00,13:02:00
TR_47181,BMT,9,18,13:03:00,13:04:00
TR_47181,SJVP,10,20,13:08:00,13:09:00
TR_47181,JET,11,21,13:10:00,13:11:00
TR_47181,SC,12,23,13:25:00,13:27:00
TR_47181,STPD,13,25,13:31:00,13:32:00
TR_47181,ATC,14,26,13:33:00,13:34:00
TR_47181,JOO,15,27,13:35:00,13:36:00
TR_47181,VAR,16,28,13:37:00,13:38:00
TR_47181,KCG,17,30,13:42:00,13:43:00
TR_47181,MXT,18,32,13:45:00,13:46:00
TR_47181,DQR,19,33,13:47:00,13:48:00
TR_47181,YKA,20,34,13:49:00,13:50:00
TR_47181,HPG,21,36,13:53:00,13:54:00
TR_47181,FM,22,37,14:00:00,14:00:00
TR_47182,LPI,1,1,13:20:00,13:20:00
TR_47182,CDNR,2,2,13:23:00,13:24:00
TR_47182,HFZ,3,5,13:28:00,13:29:00
TR_47182,HTCY,4,8,13:32:00,13:33:00
TR_47182,BRBD,5,11,13:34:00,13:35:00
TR_47182,BTNR,6,13,13:36:00,13:37:00
TR_47182,FNB,7,16,13:39:00,13:40:00
TR_47182,NCHS,8,17,13:41:00,13:42:00
TR_47182,BMT,9,18,13:43:00,13:44:00
TR_47182,SJVP,10,20,13:47:00,13:48:00
TR_47182,JET,11,21,13:49:00,13:50:00
TR_47182,SC,12,23,14:05:00,14:07:00
TR_47182,STPD,13,25,14:11:00,14:12:00
TR_47182,ATC,14,26,14:13:00,14:14:00
TR_47182,JOO,15,27,14:15:00,14:16:00
TR_47182,VAR,16,28,14:17:00,14:18:00
TR_47182,KCG,17,30,14:22:00,14:23:00
TR_47182,MXT,18,32,14:25:00,14:26:00
TR_47182,DQR,19,33,14:27:00,14:28:00
TR_47182,YKA,20,34,14:29:00,14:30:00
TR_47182,HPG,21,36,14:33:00,14:34:00
TR_47182,FM,22,37,14:45:00,14:45:00
TR_47183,LPI,1,1,14:15:00,14:15:00
TR_47183,CDNR,2,2,14:19:00,14:20:00
TR_47183,HFZ,3,5,14:24:00,14:25:00
TR_47183,HTCY,4,8,14:28:00,14:29:00
TR_47183,BRBD,5,11,14:30:00,14:31:00
TR_47183,BTNR,6,13,14:32:00,14:33:00
TR_47183,FNB,7,16,14:36:00,14:37:00
TR_47183,NCHS,8,17,14:38:00,14:39:00
TR_47183,BMT,9,18,14:40:00,14:41:00
TR_47183,SJVP,10,20,14:44:00,14:45:00
TR_47183,JET,11,21,14:46:00,14:47:00
TR_47183,SC,12,23,15:00:00,15:02:00
TR_47183,STPD,13,25,15:06:00,15:07:00
TR_47183,ATC,14,26,15:08:00,15:09:00
TR_47183,JOO,15,27,15:10:00,15:11:00
TR_47183,VAR,16,28,15:12:00,15:13:00
TR_47183,KCG,17,30,15:17:00,15:18:00
TR_47183,MXT,18,32,15:20:00,15:21:00
TR_47183,DQR,19,33,15:22:00,15:23:00
TR_47183,YKA,20,34,15:24:00,15:25:00
TR_47183,HPG,21,36,15:26:00,15:27:00
TR_47183,FM,22,37,15:32:00,15:32:00
TR_47184,LPI,1,1,14:50:00,14:50:00
TR_47184,CDNR,2,2,14:53:00,14:54:00
TR_47184,HFZ,3,5,14:58:00,14:59:00
TR_47184,HTCY,4,8,15:01:00,15:02:00
TR_47184,BRBD,5,11,15:03:00,15:04:00
TR_47184,BTNR,6,13,15:05:00,15:06:00
TR_47184,FNB,7,16,15:08:00,15:09:00
TR_47184,NCHS,8,17,15:10:00,15:11:00
TR_47184,BMT,9,18,15:12:00,15:13:00
TR_47184,SJVP,10,20,15:16:00,15:17:00
TR_47184,JET,11,21,15:18:00,15:19:00
TR_47184,SC,12,23,15:34:00,15:36:00
TR_47184,STPD,13,25,15:40:00,15:41:00
TR_47184,ATC,14,26,15:42:00,15:43:00
TR_47184,JOO,15,27,15:44:00,15:45:00
TR_47184,VAR,16,28,15:46:00,15:47:00
TR_47184,KCG,17,30,15:50:00,15:51:00
TR_47184,MXT,18,32,15:53:00,15:54:00
TR_47184,DQR,19,33,15:55:00,15:56:00
TR_47184,YKA,20,34,15:57:00,15:58:00
TR_47184,HPG,21,36,16:00:00,16:01:00
TR_47184,FM,22,37,16:06:00,16:06:00
TR_47186,LPI,1,1,16:25:00,16:25:00
TR_47186,CDNR,2,2,16:28:00,16:29:00
TR_47186,HFZ,3,5,16:33:00,16:34:00
TR_47186,HTCY,4,8,16:38:00,16:39:00
TR_47186,BRBD,5,11,16:40:00,16:41:00
TR_47186,BTNR,6,13,16:42:00,16:43:00
TR_47186,FNB,7,16,16:44:00,16:45:00
TR_47186,NCHS,8,17,16:46:00,16:47:00
TR_47186,BMT,9,18,16:48:00,16:49:00
TR_47186,SJVP,10,20,16:50:00,16:51:00
TR_47186,JET,11,21,16:52:00,16:53:00
TR_47186,SC,12,23,17:08:00,17:15:00
TR_47186,STPD,13,25,17:19:00,17:20:00
TR_47186,ATC,14,26,17:21:00,17:22:00
TR_47186,JOO,15,27,17:23:00,17:24:00
TR_47186,VAR,16,28,17:25:00,17:26:00
TR_47186,KCG,17,30,17:29:00,17:30:00
TR_47186,MXT,18,32,17:32:00,17:33:00
TR_47186,DQR,19,33,17:34:00,17:35:00
TR_47186,YKA,20,34,17:36:00,17:37:00
TR_47186,HPG,21,36,17:40:00,17:41:00
TR_47186,FM,22,37,17:45:00,17:45:00
TR_47189,LPI,1,1,11:30:00,11:30:00
TR_47189,CDNR,2,2,11:33:00,11:34:00
TR_47189,HFZ,3,5,11:38:00,11:39:00
TR_47189,HTCY,4,8,11:42:00,11:43:00
TR_47189,BRBD,5,11,11:44:00,11:45:00
TR_47189,BTNR,6,13,11:46:00,11:47:00
TR_47189,FNB,7,16,11:49:00,11:50:00
TR_47189,NCHS,8,17,11:51:00,11:52:00
TR_47189,BMT,9,18,11:53:00,11:54:00
TR_47189,SJVP,10,20,11:57:00,11:58:00
TR_47189,JET,11,21,11:59:00,12:00:00
TR_47189,SC,12,23,12:18:00,12:20:00
TR_47189,STPD,13,25,12:24:00,12:25:00
TR_47189,ATC,14,26,12:26:00,12:27:00
TR_47189,JOO,15,27,12:29:00,12:30:00
TR_47189,VAR,16,28,12:31:00,12:32:00
TR_47189,KCG,17,30,12:36:00,12:37:00
TR_47189,MXT,18,32,12:39:00,12:40:00
TR_47189,DQR,19,33,12:41:00,12:42:00
TR_47189,YKA,20,34,12:43:00,12:44:00
TR_47189,HPG,21,36,12:46:00,12:47:00
TR_47189,FM,22,37,12:53:00,12:53:00
TR_47190,LPI,1,1,18:35:00,18:35:00
TR_47190,CDNR,2,2,18:38:00,18:39:00
TR_47190,HFZ,3,5,18:43:00,18:44:00
TR_47190,HTCY,4,8,18:47:00,18:48:00
TR_47190,BRBD,5,11,18:49:00,18:50:00
TR_47190,BTNR,6,13,18:51:00,18:52:00
TR_47190,FNB,7,16,18:54:00,18:55:00
TR_47190,NCHS,8,17,18:56:00,18:57:00
TR_47190,BMT,9,18,18:58:00,18:59:00
TR_47190,SJVP,10,20,19:01:00,19:02:00
TR_47190,JET,11,21,19:04:00,19:05:00
TR_47190,SC,12,23,19:25:00,19:27:00
TR_47190,STPD,13,25,19:31:00,19:32:00
TR_47190,ATC,14,26,19:33:00,19:34:00
TR_47190,JOO,15,27,19:35:00,19:36:00
TR_47190,VAR,16,28,19:37:00,19:38:00
TR_47190,KCG,17,30,19:42:00,19:43:00
TR_47190,MXT,18,32,19:45:00,19:46:00
TR_47190,DQR,19,33,19:47:00,19:48:00
TR_47190,YKA,20,34,19:49:00,19:50:00
TR_47190,HPG,21,36,19:53:00,19:54:00
TR_47190,FM,22,37,20:00:00,20:00:00
TR_47191,LPI,1,1,19:10:00,19:10:00
TR_47191,CDNR,2,2,19:13:00,19:14:00
TR_47191,HFZ,3,5,19:19:00,19:20:00
TR_47191,HTCY,4,8,19:24:00,19:25:00
TR_47191,BRBD,5,11,19:28:00,19:29:00
TR_47191,BTNR,6,13,19:31:00,19:32:00
TR_47191,FNB,7,16,19:35:00,19:36:00
TR_47191,NCHS,8,17,19:37:00,19:38:00
TR_47191,BMT,9,18,19:39:00,19:40:00
TR_47191,SJVP,10,20,19:44:00,19:45:00
TR_47191,JET,11,21,19:47:00,19:48:00
TR_47191,SC,12,23,20:03:00,20:05:00
TR_47191,STPD,13,25,20:09:00,20:10:00
TR_47191,ATC,14,26,20:11:00,20:12:00
TR_47191,JOO,15,27,20:13:00,20:14:00
TR_47191,VAR,16,28,20:15:00,20:16:00
TR_47191,KCG,17,30,20:20:00,20:21:00
TR_47191,MXT,18,32,20:22:00,20:23:00
TR_47191,DQR,19,33,20:24:00,20:25:00
TR_47191,YKA,20,34,20:26:00,20:27:00
TR_47191,HPG,21,36,20:30:00,20:31:00
TR_47191,FM,22,37,20:37:00,20:37:00
TR_47193,LPI,1,1,20:45:00,20:45:00
TR_47193,CDNR,2,2,20:48:00,20:49:00
TR_47193,HFZ,3,5,20:52:00,20:53:00
TR_47193,HTCY,4,8,20:56:00,20:57:00
TR_47193,BRBD,5,11,20:58:00,20:59:00
TR_47193,BTNR,6,13,21:00:00,21:01:00
TR_47193,FNB,7,16,21:03:00,21:04:00
TR_47193,NCHS,8,17,21:05:00,21:06:00
TR_47193,BMT,9,18,21:07:00,21:08:00
TR_47193,SJVP,10,20,21:11:00,21:12:00
TR_47193,JET,11,21,21:14:00,21:15:00
TR_47193,SC,12,23,21:35:00,21:37:00
TR_47193,STPD,13,25,21:41:00,21:42:00
TR_47193,ATC,14,26,21:43:00,21:44:00
TR_47193,JOO,15,27,21:45:00,21:46:00
TR_47193,VAR,16,28,21:47:00,21:48:00
TR_47193,KCG,17,30,21:53:00,21:54:00
TR_47193,MXT,18,32,21:55:00,21:56:00
TR_47193,DQR,19,33,21:57:00,21:58:00
TR_47193,YKA,20,34,21:59:00,22:00:00
TR_47193,HPG,21,36,22:01:00,22:02:00
TR_47193,FM,22,37,22:10:00,22:10:00
TR_47194,LPI,1,1,21:45:00,21:45:00
TR_47194,CDNR,2,2,21:48:00,21:49:00
TR_47194,HFZ,3,5,21:53:00,21:54:00
TR_47194,HTCY,4,8,21:57:00,21:58:00
TR_47194,BRBD,5,11,21:59:00,22:00:00
TR_47194,BTNR,6,13,22:01:00,22:02:00
TR_47194,FNB,7,16,22:04:00,22:05:00
TR_47194,NCHS,8,17,22:06:00,22:07:00
TR_47194,BMT,9,18,22:08:00,22:09:00
TR_47194,SJVP,10,20,22:13:00,22:14:00
TR_47194,JET,11,21,22:15:00,22:16:00
TR_47194,SC,12,23,22:30:00,22:32:00
TR_47194,STPD,13,25,22:36:00,22:37:00
TR_47194,ATC,14,26,22:38:00,22:39:00
TR_47194,JOO,15,27,22:40:00,22:41:00
TR_47194,VAR,16,28,22:42:00,22:43:00
TR_47194,KCG,17,30,22:50:00,22:51:00
TR_47194,MXT,18,32,22:53:00,22:54:00
TR_47194,DQR,19,33,22:55:00,22:56:00
TR_47194,YKA,20,34,22:58:00,22:59:00
TR_47194,HPG,21,36,23:00:00,23:01:00
TR_47194,FM,22,37,23:15:00,23:15:00
TR_47195,LPI,1,1,22:25:00,22:25:00
TR_47195,CDNR,2,2,22:28:00,22:29:00
TR_47195,HFZ,3,5,22:33:00,22:34:00
TR_47195,HTCY,4,8,22:37:00,22:38:00
TR_47195,BRBD,5,11,22:39:00,22:40:00
TR_47195,BTNR,6,13,22:41:00,22:42:00
TR_47195,FNB,7,16,22:44:00,22:45:00
TR_47195,NCHS,8,17,22:46:00,22:47:00
TR_47195,BMT,9,18,22:48:00,22:49:00
TR_47195,SJVP,10,20,22:51:00,22:52:00
TR_47195,JET,11,21,22:53:00,22:54:00
TR_47195,SC,12,23,23:20:00,23:20:00
TR_47196,SC,1,1,04:50:00,04:50:00
TR_47196,JET,2,2,04:53:00,04:54:00
TR_47196,SJVP,3,3,04:55:00,04:56:00
TR_47196,NLRD,4,6,04:58:00,04:59:00
TR_47196,KQD,5,7,05:00:00,05:01:00
TR_47196,LKPL,6,8,05:05:00,05:06:00
TR_47196,HYB,7,9,05:20:00,05:20:00
TR_47197,FM,1,1,08:40:00,08:40:00
TR_47197,HPG,2,2,08:42:00,08:43:00
TR_47197,YKA,3,4,08:46:00,08:47:00
TR_47197,DQR,4,5,08:48:00,08:49:00
TR_47197,MXT,5,6,08:50:00,08:51:00
TR_47197,KCG,6,7,08:53:00,08:54:00
TR_47197,VAR,7,9,08:57:00,08:58:00
TR_47197,JOO,8,10,08:59:00,09:00:00
TR_47197,ATC,9,11,09:01:00,09:02:00
TR_47197,STPD,10,12,09:04:00,09:05:00
TR_47197,SC,11,15,09:10:00,09:12:00
TR_47197,JET,12,16,09:15:00,09:16:00
TR_47197,SJVP,13,17,09:17:00,09:18:00
TR_47197,NLRD,14,18,09:21:00,09:22:00
TR_47197,KQD,15,19,09:24:00,09:25:00
TR_47197,LKPL,16,20,09:28:00,09:29:00
TR_47197,HYB,17,21,09:50:00,09:50:00
TR_47198,FM,1,1,11:20:00,11:20:00
TR_47198,HPG,2,2,11:22:00,11:23:00
TR_47198,YKA,3,4,11:26:00,11:27:00
TR_47198,DQR,4,5,11:28:00,11:29:00
TR_47198,MXT,5,6,11:30:00,11:31:00
TR_47198,KCG,6,7,11:34:00,11:35:00
TR_47198,VAR,7,9,11:38:00,11:39:00
TR_47198,JOO,8,10,11:40:00,11:41:00
TR_47198,ATC,9,11,11:42:00,11:43:00
TR_47198,STPD,10,12,11:44:00,11:45:00
TR_47198,SC,11,15,11:55:00,11:57:00
TR_47198,JET,12,16,12:00:00,12:01:00
TR_47198,SJVP,13,17,12:02:00,12:03:00
TR_47198,BMT,14,19,12:05:00,12:06:00
TR_47198,NCHS,15,20,12:07:00,12:08:00
TR_47198,FNB,16,22,12:09:00,12:10:00
TR_47198,BTNR,17,24,12:12:00,12:13:00
TR_47198,BRBD,18,26,12:14:00,12:15:00
TR_47198,HTCY,19,29,12:18:00,12:19:00
TR_47198,HFZ,20,32,12:22:00,12:23:00
TR_47198,CDNR,21,36,12:26:00,12:27:00
TR_47198,LPI,22,37,12:50:00,12:50:00
TR_47199,FM,1,1,13:56:00,13:56:00
TR_47199,HPG,2,2,13:58:00,13:59:00
TR_47199,YKA,3,4,14:00:00,14:01:00
TR_47199,DQR,4,5,14:02:00,14:03:00
TR_47199,MXT,5,6,14:04:00,14:05:00
TR_47199,KCG,6,7,14:08:00,14:09:00
TR_47199,VAR,7,9,14:11:00,14:12:00
TR_47199,JOO,8,10,14:13:00,14:14:00
TR_47199,ATC,9,11,14:15:00,14:16:00
TR_47199,STPD,10,12,14:18:00,14:19:00
TR_47199,SC,11,15,14:26:00,14:28:00
TR_47199,JET,12,16,14:31:00,14:32:00
TR_47199,SJVP,13,17,14:33:00,14:34:00
TR_47199,NLRD,14,18,14:37:00,14:38:00
TR_47199,KQD,15,19,14:40:00,14:41:00
TR_47199,LKPL,16,20,14:44:00,14:45:00
TR_47199,HYB,17,21,15:03:00,15:03:00
TR_47200,FM,1,1,14:15:00,14:15:00
TR_47200,HPG,2,2,14:17:00,14:18:00
TR_47200,YKA,3,4,14:19:00,14:20:00
TR_47200,DQR,4,5,14:21:00,14:22:00
TR_47200,MXT,5,6,14:25:00,14:26:00
TR_47200,KCG,6,7,14:30:00,14:31:00
TR_47200,VAR,7,9,14:32:00,14:33:00
TR_47200,JOO,8,10,14:34:00,14:35:00
TR_47200,ATC,9,11,14:36:00,14:37:00
TR_47200,STPD,10,12,14:38:00,14:39:00
TR_47200,SC,11,15,14:50:00,14:52:00
TR_47200,JET,12,16,14:55:00,14:56:00
TR_47200,SJVP,13,17,14:57:00,14:58:00
TR_47200,NLRD,14,18,15:01:00,15:02:00
TR_47200,KQD,15,19,15:06:00,15:07:00
TR_47200,LKPL,16,20,15:09:00,15:10:00
TR_47200,HYB,17,21,15:35:00,15:35:00
TR_47201,FM,1,1,15:40:00,15:40:00
TR_47201,HPG,2,2,15:42:00,15:43:00
TR_47201,YKA,3,4,15:44:00,15:45:00
TR_47201,DQR,4,5,15:46:00,15:47:00
TR_47201,MXT,5,6,15:50:00,15:51:00
TR_47201,KCG,6,7,15:55:00,15:56:00
TR_47201,VAR,7,9,15:57:00,15:58:00
TR_47201,JOO,8,10,15:59:00,16:00:00
TR_47201,ATC,9,11,16:01:00,16:02:00
TR_47201,STPD,10,12,16:03:00,16:04:00
TR_47201,SC,11,15,16:10:00,16:12:00
TR_47201,JET,12,16,16:16:00,16:17:00
TR_47201,SJVP,13,17,16:19:00,16:20:00
TR_47201,NLRD,14,20,16:24:00,16:25:00
TR_47201,KQD,15,22,16:27:00,16:28:00
TR_47201,LKPL,16,23,16:30:00,16:31:00
TR_47201,HYB,17,24,16:42:00,16:42:00
TR_47202,FM,1,1,20:10:00,20:10:00
TR_47202,HPG,2,2,20:12:00,20:13:00
TR_47202,YKA,3,4,20:14:00,20:15:00
TR_47202,DQR,4,5,20:16:00,20:17:00
TR_47202,MXT,5,6,20:20:00,20:21:00
TR_47202,KCG,6,7,20:25:00,20:26:00
TR_47202,VAR,7,9,20:27:00,20:28:00
TR_47202,JOO,8,10,20:29:00,20:30:00
TR_47202,ATC,9,11,20:31:00,20:32:00
TR_47202,STPD,10,12,20:33:00,20:34:00
TR_47202,SC,11,15,20:40:00,20:42:00
TR_47202,JET,12,16,20:45:00,20:46:00
TR_47202,SJVP,13,17,20:47:00,20:48:00
TR_47202,NLRD,14,20,20:51:00,20:52:00
TR_47202,KQD,15,22,20:54:00,20:55:00
TR_47202,LKPL,16,23,20:58:00,20:59:00
TR_47202,HYB,17,24,21:15:00,21:15:00
TR_47203,FM,1,1,20:50:00,20:50:00
TR_47203,HPG,2,2,20:52:00,20:53:00
TR_47203,YKA,3,4,20:56:00,20:57:00
TR_47203,DQR,4,5,20:58:00,20:59:00
TR_47203,MXT,5,6,21:00:00,21:01:00
TR_47203,KCG,6,7,21:04:00,21:05:00
TR_47203,VAR,7,9,21:08:00,21:09:00
TR_47203,JOO,8,10,21:10:00,21:11:00
TR_47203,ATC,9,11,21:12:00,21:13:00
TR_47203,STPD,10,12,21:14:00,21:15:00
TR_47203,SC,11,15,21:20:00,21:22:00
TR_47203,JET,12,16,21:25:00,21:26:00
TR_47203,SJVP,13,17,21:27:00,21:28:00
TR_47203,BMT,14,19,21:30:00,21:31:00
TR_47203,NCHS,15,20,21:32:00,21:33:00
TR_47203,FNB,16,22,21:34:00,21:35:00
TR_47203,BTNR,17,24,21:37:00,21:38:00
TR_47203,BRBD,18,26,21:39:00,21:40:00
TR_47203,HTCY,19,29,21:43:00,21:44:00
TR_47203,HFZ,20,32,21:45:00,21:46:00
TR_47203,CDNR,21,36,21:50:00,21:51:00
TR_47203,LPI,22,37,22:05:00,22:05:00
TR_47204,FM,1,1,22:30:00,22:30:00
TR_47204,HPG,2,2,22:32:00,22:33:00
TR_47204,YKA,3,4,22:34:00,22:35:00
TR_47204,DQR,4,5,22:36:00,22:37:00
TR_47204,MXT,5,6,22:40:00,22:41:00
TR_47204,KCG,6,7,22:45:00,22:46:00
TR_47204,VAR,7,9,22:47:00,22:48:00
TR_47204,JOO,8,10,22:49:00,22:50:00
TR_47204,ATC,9,11,22:51:00,22:52:00
TR_47204,STPD,10,12,22:54:00,22:55:00
TR_47204,SC,11,15,23:15:00,23:15:00
TR_47205,SC,1,1,04:30:00,04:30:00
TR_47205,STPD,2,2,04:34:00,04:35:00
TR_47205,ATC,3,3,04:36:00,04:37:00
TR_47205,JOO,4,4,04:38:00,04:39:00
TR_47205,VAR,5,5,04:40:00,04:41:00
TR_47205,KCG,6,7,04:45:00,04:46:00
TR_47205,MXT,7,9,04:48:00,04:49:00
TR_47205,DQR,8,10,04:50:00,04:51:00
TR_47205,YKA,9,11,04:52:00,04:53:00
TR_47205,HPG,10,13,04:55:00,04:56:00
TR_47205,FM,11,15,05:00:00,05:00:00
TR_47206,HYB,1,1,05:48:00,05:48:00
TR_47206,LKPL,2,2,05:51:00,05:52:00
TR_47206,KQD,3,3,05:53:00,05:54:00
TR_47206,NLRD,4,4,05:55:00,05:56:00
TR_47206,SJVP,5,8,05:59:00,06:00:00
TR_47206,JET,6,10,06:01:00,06:02:00
TR_47206,SC,7,11,06:25:00,06:27:00
TR_47206,STPD,8,13,06:31:00,06:32:00
TR_47206,ATC,9,14,06:33:00,06:34:00
TR_47206,JOO,10,15,06:35:00,06:36:00
TR_47206,VAR,11,16,06:37:00,06:38:00
TR_47206,KCG,12,18,06:42:00,06:43:00
TR_47206,MXT,13,20,06:45:00,06:46:00
TR_47206,DQR,14,21,06:47:00,06:48:00
TR_47206,YKA,15,22,06:49:00,06:50:00
TR_47206,HPG,16,24,06:53:00,06:54:00
TR_47206,FM,17,25,07:00:00,07:00:00
TR_47207,FM,1,1,19:10:00,19:10:00
TR_47207,HPG,2,2,19:12:00,19:13:00
TR_47207,YKA,3,4,19:16:00,19:17:00
TR_47207,DQR,4,5,19:18:00,19:19:00
TR_47207,MXT,5,6,19:20:00,19:21:00
TR_47207,KCG,6,7,19:24:00,19:25:00
TR_47207,VAR,7,9,19:28:00,19:29:00
TR_47207,JOO,8,10,19:30:00,19:31:00
TR_47207,ATC,9,11,19:32:00,19:33:00
TR_47207,STPD,10,12,19:34:00,19:35:00
TR_47207,SC,11,15,19:40:00,19:42:00
TR_47207,JET,12,16,19:45:00,19:46:00
TR_47207,SJVP,13,17,19:47:00,19:48:00
TR_47207,BMT,14,19,19:52:00,19:53:00
TR_47207,NCHS,15,20,19:54:00,19:55:00
TR_47207,FNB,16,22,19:56:00,19:57:00
TR_47207,BTNR,17,24,19:58:00,19:59:00
TR_47207,BRBD,18,26,20:00:00,20:01:00
TR_47207,HTCY,19,29,20:04:00,20:05:00
TR_47207,HFZ,20,32,20:08:00,20:09:00
TR_47207,CDNR,21,36,20:12:00,20:13:00
TR_47207,LPI,22,37,20:35:00,20:35:00
TR_47208,HYB,1,1,10:05:00,10:05:00
TR_47208,LKPL,2,2,10:07:00,10:08:00
TR_47208,KQD,3,3,10:09:00,10:10:00
TR_47208,NLRD,4,4,10:11:00,10:12:00
TR_47208,SJVP,5,8,10:14:00,10:15:00
TR_47208,JET,6,10,10:18:00,10:19:00
TR_47208,SC,7,11,10:40:00,10:42:00
TR_47208,STPD,8,13,10:46:00,10:47:00
TR_47208,ATC,9,14,10:48:00,10:49:00
TR_47208,JOO,10,15,10:50:00,10:51:00
TR_47208,VAR,11,16,10:52:00,10:53:00
TR_47208,KCG,12,18,10:57:00,10:58:00
TR_47208,MXT,13,20,11:00:00,11:01:00
TR_47208,DQR,14,21,11:02:00,11:03:00
TR_47208,YKA,15,22,11:04:00,11:05:00
TR_47208,HPG,16,24,11:07:00,11:08:00
TR_47208,FM,17,25,11:12:00,11:12:00
TR_47209,HYB,1,1,12:41:00,12:41:00
TR_47209,LKPL,2,2,12:43:00,12:44:00
TR_47209,KQD,3,3,12:45:00,12:46:00
TR_47209,NLRD,4,4,12:47:00,12:48:00
TR_47209,SJVP,5,8,12:51:00,12:52:00
TR_47209,JET,6,10,12:53:00,12:54:00
TR_47209,SC,7,11,13:16:00,13:18:00
TR_47209,STPD,8,13,13:22:00,13:23:00
TR_47209,ATC,9,14,13:24:00,13:25:00
TR_47209,JOO,10,15,13:26:00,13:27:00
TR_47209,VAR,11,16,13:28:00,13:29:00
TR_47209,KCG,12,18,13:34:00,13:35:00
TR_47209,MXT,13,20,13:37:00,13:38:00
TR_47209,DQR,14,21,13:39:00,13:40:00
TR_47209,YKA,15,22,13:41:00,13:42:00
TR_47209,HPG,16,24,13:43:00,13:44:00
TR_47209,FM,17,25,13:48:00,13:48:00
TR_47210,LPI,1,1,17:30:00,17:30:00
TR_47210,CDNR,2,2,17:33:00,17:34:00
TR_47210,HFZ,3,5,17:39:00,17:40:00
TR_47210,HTCY,4,8,17:43:00,17:44:00
TR_47210,BRBD,5,11,17:45:00,17:46:00
TR_47210,BTNR,6,13,17:47:00,17:48:00
TR_47210,FNB,7,16,17:50:00,17:51:00
TR_47210,NCHS,8,17,17:52:00,17:53:00
TR_47210,BMT,9,18,17:54:00,17:55:00
TR_47210,SJVP,10,20,17:59:00,18:00:00
TR_47210,JET,11,21,18:02:00,18:03:00
TR_47210,SC,12,23,18:15:00,18:17:00
TR_47210,STPD,13,25,18:21:00,18:22:00
TR_47210,ATC,14,26,18:23:00,18:24:00
TR_47210,JOO,15,27,18:25:00,18:26:00
TR_47210,VAR,16,28,18:27:00,18:28:00
TR_47210,KCG,17,30,18:31:00,18:32:00
TR_47210,MXT,18,32,18:34:00,18:35:00
TR_47210,DQR,19,33,18:36:00,18:37:00
TR_47210,YKA,20,34,18:38:00,18:39:00
TR_47210,HPG,21,36,18:41:00,18:42:00
TR_47210,FM,22,37,18:52:00,18:52:00
TR_47211,FM,1,1,08:30:00,08:30:00
TR_47211,HPG,2,2,08:32:00,08:33:00
TR_47211,YKA,3,4,08:36:00,08:37:00
TR_47211,DQR,4,5,08:38:00,08:39:00
TR_47211,MXT,5,6,08:40:00,08:41:00
TR_47211,KCG,6,7,08:43:00,08:44:00
TR_47211,VAR,7,9,08:48:00,08:49:00
TR_47211,JOO,8,10,08:50:00,08:51:00
TR_47211,ATC,9,11,08:52:00,08:53:00
TR_47211,STPD,10,12,08:54:00,08:55:00
TR_47211,SC,11,15,09:05:00,09:07:00
TR_47211,JET,12,16,09:10:00,09:11:00
TR_47211,SJVP,13,17,09:12:00,09:13:00
TR_47211,BMT,14,19,09:16:00,09:17:00
TR_47211,NCHS,15,20,09:18:00,09:19:00
TR_47211,FNB,16,22,09:20:00,09:21:00
TR_47211,BTNR,17,24,09:22:00,09:23:00
